Count,TYPE,X,Y
1,PROPERTY,-90.3700268,38.54287782
1,PROPERTY,-90.36982681,38.54121739
1,PROPERTY,-90.36975586,38.49987406
1,PROPERTY,-90.369703,38.53710804
1,PROPERTY,-90.36953455,38.54244095
1,PROPERTY,-90.36952441,38.54129606
1,PROPERTY,-90.36952441,38.54129606
1,PROPERTY,-90.36947633,38.46186678
1,PROPERTY,-90.36939397,38.54092947
1,PROPERTY,-90.36933219,38.53708738
1,PROPERTY,-90.36932718,38.47207476
1,PROPERTY,-90.36926668,38.47264605
1,PROPERTY,-90.3692593,38.54230321
1,PROPERTY,-90.3692593,38.54230321
1,PROPERTY,-90.36920299,38.49838849
1,PROPERTY,-90.36916336,38.46499569
1,PROPERTY,-90.36916336,38.46499569
1,PROPERTY,-90.3690873,38.5410077
1,PROPERTY,-90.36908005,38.46447516
1,PROPERTY,-90.36903749,38.76552383
1,PROPERTY,-90.36902036,38.54217918
1,PROPERTY,-90.36851314,38.538776
1,PROPERTY,-90.36811677,38.52076316
1,PROPERTY,-90.36806994,38.50361473
1,PROPERTY,-90.36803443,38.51465019
1,PROPERTY,-90.36790331,38.51479753
1,PROPERTY,-90.36784234,38.50199932
1,PROPERTY,-90.36782949,38.46280781
1,PROPERTY,-90.36774641,38.51085313
1,PROPERTY,-90.36774641,38.51085313
1,PROPERTY,-90.36744949,38.50519277
1,PROPERTY,-90.3674125,38.52659253
1,PROPERTY,-90.36731545,38.74123331
1,PROPERTY,-90.36722402,38.46470279
1,PROPERTY,-90.36707596,38.52652082
1,PROPERTY,-90.36701716,38.52281323
1,PROPERTY,-90.3669409,38.54329909
1,PROPERTY,-90.36693606,38.52326423
1,PROPERTY,-90.36692301,38.52304527
1,PERSON,-90.36689738,38.48754933
1,PROPERTY,-90.36669646,38.49500968
1,PROPERTY,-90.36648274,38.52096735
1,PROPERTY,-90.36631037,38.49470828
1,PROPERTY,-90.36612539,38.5347025
1,PROPERTY,-90.3660466,38.52532689
1,PROPERTY,-90.36594655,38.53146915
1,PROPERTY,-90.36582649,38.52624596
1,PROPERTY,-90.36582649,38.52624596
1,PROPERTY,-90.36571263,38.52074401
1,PROPERTY,-90.36549314,38.52617527
1,PROPERTY,-90.3653651,38.52077012
1,PROPERTY,-90.36528837,38.52591345
1,PROPERTY,-90.36528837,38.52591345
1,PROPERTY,-90.36508867,38.72250765
1,PROPERTY,-90.36498981,38.4646258
1,PROPERTY,-90.36494029,38.48965392
1,PROPERTY,-90.36456914,38.5198967
1,PROPERTY,-90.36456914,38.5198967
1,PROPERTY,-90.36446923,38.72321327
1,PROPERTY,-90.36433054,38.4861379
1,PROPERTY,-90.36433054,38.4861379
1,PROPERTY,-90.36433054,38.4861379
1,PROPERTY,-90.36433054,38.4861379
1,PROPERTY,-90.36433054,38.4861379
1,PROPERTY,-90.36420981,38.47350512
1,PROPERTY,-90.36399828,38.51660033
1,PROPERTY,-90.36371941,38.51918655
1,PERSON,-90.36371941,38.51918655
1,PROPERTY,-90.36350414,38.47383497
1,PROPERTY,-90.36349303,38.52575111
1,PROPERTY,-90.36349303,38.52575111
1,PROPERTY,-90.36349303,38.52575111
1,PROPERTY,-90.36317935,38.4833625
1,PROPERTY,-90.36311137,38.52664491
1,PROPERTY,-90.36311137,38.52664491
1,PROPERTY,-90.36311137,38.52664491
1,PROPERTY,-90.36311137,38.52664491
1,PROPERTY,-90.36310773,38.46707281
1,PROPERTY,-90.36306316,38.47277715
1,PROPERTY,-90.36306316,38.47277715
1,PROPERTY,-90.36296861,38.52724312
1,PROPERTY,-90.36296861,38.52724312
1,PERSON,-90.36296059,38.54025017
1,PROPERTY,-90.36294023,38.52364701
1,PROPERTY,-90.36292817,38.52563269
1,PROPERTY,-90.36292817,38.52563269
1,PROPERTY,-90.36291529,38.52362646
1,PROPERTY,-90.36283962,38.77250392
1,PROPERTY,-90.36277669,38.52357399
1,PERSON,-90.36274473,38.52559331
1,PROPERTY,-90.36259601,38.52357087
1,PROPERTY,-90.36257989,38.5327281
1,PROPERTY,-90.36255716,38.51171726
1,PROPERTY,-90.36250929,38.51997956
1,PROPERTY,-90.36250929,38.51997956
1,PROPERTY,-90.36249577,38.53283698
1,PROPERTY,-90.3624876,38.523569
1,PROPERTY,-90.3624876,38.523569
1,PROPERTY,-90.3624876,38.523569
1,PROPERTY,-90.36234362,38.52017902
1,PROPERTY,-90.36230892,38.4979747
1,PROPERTY,-90.36223464,38.52356463
1,PROPERTY,-90.36221186,38.52040616
1,PROPERTY,-90.36205387,38.51168512
1,PROPERTY,-90.36180101,38.52355715
1,PERSON,-90.36180101,38.52355715
1,PROPERTY,-90.36180101,38.52355715
1,PROPERTY,-90.36179007,38.52115836
1,PROPERTY,-90.36179007,38.52115836
1,PROPERTY,-90.36174849,38.49021721
1,PROPERTY,-90.36164285,38.47358685
1,PROPERTY,-90.36144674,38.5348769
1,PROPERTY,-90.36142459,38.52406774
1,PROPERTY,-90.36141808,38.52436441
1,PERSON,-90.36140837,38.52508311
1,PROPERTY,-90.36140047,38.5388121
1,PROPERTY,-90.3613067,38.54227531
1,PROPERTY,-90.3613067,38.54227531
1,PROPERTY,-90.36130218,38.5396773
1,PROPERTY,-90.36129435,38.53646075
1,PROPERTY,-90.36116762,38.49070733
1,PERSON,-90.36113276,38.52862772
1,PROPERTY,-90.36092358,38.47752596
1,PROPERTY,-90.36064428,38.52269955
1,PROPERTY,-90.36061055,38.5176505
1,PROPERTY,-90.36045515,38.53308855
1,PERSON,-90.36009364,38.48232726
1,PERSON,-90.35954125,38.53576983
1,PROPERTY,-90.35952699,38.46517297
1,PROPERTY,-90.35952666,38.52096649
1,PROPERTY,-90.35952666,38.52096649
1,PROPERTY,-90.35952666,38.52096649
1,PROPERTY,-90.35952666,38.52096649
1,PROPERTY,-90.35952666,38.52096649
1,PERSON,-90.35948396,38.47404465
1,PROPERTY,-90.359478,38.48578765
1,PROPERTY,-90.35945644,38.46095757
1,PROPERTY,-90.35926758,38.5237802
1,PERSON,-90.35916624,38.48928642
1,PERSON,-90.35916624,38.48928642
1,PROPERTY,-90.359148,38.52385503
1,PROPERTY,-90.35912276,38.48578671
1,PROPERTY,-90.35912276,38.48578671
1,PROPERTY,-90.35912276,38.48578671
1,PROPERTY,-90.35912276,38.48578671
1,PROPERTY,-90.35912276,38.48578671
1,PROPERTY,-90.35912276,38.48578671
1,PROPERTY,-90.35912276,38.48578671
1,PROPERTY,-90.35912276,38.48578671
1,PROPERTY,-90.35905597,38.52390539
1,PROPERTY,-90.35905597,38.52390539
1,PROPERTY,-90.35902393,38.52270879
1,PROPERTY,-90.35888593,38.48578608
1,PROPERTY,-90.35883628,38.52114879
1,PROPERTY,-90.35866471,38.5417073
1,PROPERTY,-90.35865708,38.5244935
1,PROPERTY,-90.35851693,38.52005393
1,PROPERTY,-90.3585087,38.54273064
1,PERSON,-90.35849947,38.56489993
1,PERSON,-90.35849947,38.56489993
1,PROPERTY,-90.3584547,38.56396564
1,PROPERTY,-90.35830166,38.51520422
1,PROPERTY,-90.35827108,38.48265079
1,PROPERTY,-90.35812635,38.47463268
1,PROPERTY,-90.35799747,38.51975349
1,PROPERTY,-90.35793079,38.52106802
1,PROPERTY,-90.35790507,38.48574372
1,PROPERTY,-90.35786296,38.5204814
1,PROPERTY,-90.35753894,38.56505567
1,PROPERTY,-90.3573157,38.48572975
1,PROPERTY,-90.3573157,38.48572975
1,PROPERTY,-90.3573157,38.48572975
1,PROPERTY,-90.3573157,38.48572975
1,PROPERTY,-90.3573157,38.48572975
1,PROPERTY,-90.3573157,38.48572975
1,PROPERTY,-90.3573157,38.48572975
1,PROPERTY,-90.3573157,38.48572975
1,PROPERTY,-90.3573157,38.48572975
1,PROPERTY,-90.3573157,38.48572975
1,PROPERTY,-90.3573157,38.48572975
1,PROPERTY,-90.3573157,38.48572975
1,PROPERTY,-90.3573157,38.48572975
1,PROPERTY,-90.3573157,38.48572975
1,PERSON,-90.3571554,38.46488772
1,PROPERTY,-90.35713848,38.52701283
1,PROPERTY,-90.35713848,38.52701283
1,PROPERTY,-90.35707844,38.53048505
1,PROPERTY,-90.35685691,38.53968078
1,PROPERTY,-90.3568221,38.49729819
1,PERSON,-90.35681727,38.48571793
1,PROPERTY,-90.35676448,38.52408723
1,PROPERTY,-90.35662724,38.48565848
1,PROPERTY,-90.35656819,38.52870005
1,PROPERTY,-90.35643329,38.475786
1,PROPERTY,-90.35641345,38.53395966
1,PROPERTY,-90.35640061,38.4726216
1,PROPERTY,-90.35624549,38.46687818
1,PROPERTY,-90.35620218,38.50539691
1,PROPERTY,-90.35618283,38.46439764
1,PROPERTY,-90.35592625,38.53302003
1,PROPERTY,-90.35585376,38.52630881
1,PROPERTY,-90.35562505,38.52483112
1,PROPERTY,-90.35559286,38.52572093
1,PROPERTY,-90.3555338,38.48276583
1,PROPERTY,-90.35525887,38.46698759
1,PROPERTY,-90.35519963,38.53248206
1,PROPERTY,-90.35519095,38.56543636
1,PROPERTY,-90.35517336,38.52710133
1,PROPERTY,-90.35489174,38.47978304
1,PROPERTY,-90.35471366,38.53921743
1,PROPERTY,-90.35470049,38.49554716
1,PROPERTY,-90.35408721,38.51818373
1,PROPERTY,-90.35393243,38.52375592
1,PROPERTY,-90.35361944,38.48113132
1,PROPERTY,-90.35360024,38.49395811
1,PROPERTY,-90.35352171,38.78512371
1,PROPERTY,-90.35352171,38.78512371
1,PERSON,-90.35352171,38.78512371
1,PERSON,-90.3534623,38.53310419
1,PROPERTY,-90.3534623,38.53310419
1,PROPERTY,-90.35344258,38.48640548
1,PROPERTY,-90.35344258,38.48640548
1,PROPERTY,-90.35344258,38.48640548
1,PROPERTY,-90.35344258,38.48640548
1,PROPERTY,-90.35344258,38.48640548
1,PROPERTY,-90.3534365,38.46350105
1,PROPERTY,-90.35342374,38.542865
1,PROPERTY,-90.35327774,38.48639063
1,PERSON,-90.35327774,38.48639063
1,PROPERTY,-90.35327774,38.48639063
1,PROPERTY,-90.35312734,38.52334537
1,PROPERTY,-90.35312734,38.52334537
1,PROPERTY,-90.35295847,38.53298548
1,PROPERTY,-90.35292828,38.48681434
1,PROPERTY,-90.35292828,38.48681434
1,PROPERTY,-90.35277539,38.485698
1,PROPERTY,-90.35277539,38.485698
1,PROPERTY,-90.35277539,38.485698
1,PROPERTY,-90.35277539,38.485698
1,PROPERTY,-90.35277539,38.485698
1,PROPERTY,-90.35277539,38.485698
1,PROPERTY,-90.35277539,38.485698
1,PROPERTY,-90.35277539,38.485698
1,PROPERTY,-90.35277539,38.485698
1,PROPERTY,-90.35277539,38.485698
1,PROPERTY,-90.35265181,38.56584428
1,PROPERTY,-90.35247842,38.48465375
1,PROPERTY,-90.35247842,38.48465375
1,PROPERTY,-90.35247008,38.48688877
1,PROPERTY,-90.3524585,38.56587462
1,PROPERTY,-90.35227545,38.48509154
1,PERSON,-90.35208535,38.48836295
1,PERSON,-90.35208535,38.48836295
1,PERSON,-90.35208535,38.48836295
1,PROPERTY,-90.35208535,38.48836295
1,PROPERTY,-90.35208535,38.48836295
1,PROPERTY,-90.35199365,38.48856809
1,PROPERTY,-90.35199365,38.48856809
1,PROPERTY,-90.35199365,38.48856809
1,PROPERTY,-90.35197078,38.48704047
1,PROPERTY,-90.35197078,38.48704047
1,PROPERTY,-90.35188546,38.48692862
1,PROPERTY,-90.35188546,38.48692862
1,PERSON,-90.35188546,38.48692862
1,PROPERTY,-90.35188546,38.48692862
1,PROPERTY,-90.35187636,38.50463799
1,PROPERTY,-90.35181461,38.54569805
1,PROPERTY,-90.35179913,38.48121147
1,PROPERTY,-90.35170908,38.48128491
1,PROPERTY,-90.35168802,38.52450767
1,PROPERTY,-90.35157409,38.82663293
1,PROPERTY,-90.35155821,38.48126007
1,PROPERTY,-90.35152625,38.51011315
1,PROPERTY,-90.3514498,38.46269086
1,PROPERTY,-90.35120272,38.48964566
1,PROPERTY,-90.35112012,38.52317299
1,PROPERTY,-90.35112012,38.52317299
1,PROPERTY,-90.35112012,38.52317299
1,PROPERTY,-90.3510662,38.5329463
1,PROPERTY,-90.35102362,38.48877964
1,PROPERTY,-90.35102362,38.48877964
1,PROPERTY,-90.35090729,38.48324695
1,PERSON,-90.35088761,38.48702957
1,PROPERTY,-90.35088761,38.48702957
1,PROPERTY,-90.35069964,38.82842773
1,PROPERTY,-90.35069096,38.52286419
1,PROPERTY,-90.35069096,38.52286419
1,PROPERTY,-90.35050389,38.48340706
1,PROPERTY,-90.35048352,38.4807375
1,PERSON,-90.35041311,38.47966671
1,PERSON,-90.350407,38.53042377
1,PROPERTY,-90.35035125,38.47121808
1,PROPERTY,-90.35033753,38.82627747
1,PROPERTY,-90.35023991,38.48865062
1,PROPERTY,-90.35023991,38.48865062
1,PROPERTY,-90.35017712,38.82581559
1,PROPERTY,-90.35017314,38.54542549
1,PROPERTY,-90.35013857,38.48874648
1,PROPERTY,-90.35013857,38.48874648
1,PROPERTY,-90.34982253,38.82736163
1,PROPERTY,-90.34977365,38.49000485
1,PROPERTY,-90.34975334,38.82488916
1,PROPERTY,-90.34975183,38.82353116
1,PROPERTY,-90.34973761,38.82723894
1,PERSON,-90.34973761,38.82723894
1,PROPERTY,-90.3497101,38.4710684
1,PROPERTY,-90.34967976,38.82848753
1,PROPERTY,-90.34964855,38.55638886
1,PROPERTY,-90.34963353,38.48807792
1,PROPERTY,-90.34961675,38.53400373
1,PROPERTY,-90.34957723,38.48419964
1,PERSON,-90.34957723,38.48419964
1,PROPERTY,-90.34956852,38.49895369
1,PROPERTY,-90.34954968,38.54533117
1,PROPERTY,-90.34951735,38.47238557
1,PROPERTY,-90.34951289,38.47112548
1,PROPERTY,-90.34949405,38.48960265
1,PERSON,-90.34942751,38.48343323
1,PROPERTY,-90.34942738,38.82719769
1,PROPERTY,-90.34924051,38.82816899
1,PROPERTY,-90.34921399,38.52676264
1,PERSON,-90.34921399,38.52676264
1,PROPERTY,-90.34913119,38.48503894
1,PROPERTY,-90.34911299,38.48418894
1,PROPERTY,-90.34907764,38.5422245
1,PROPERTY,-90.3490252,38.82812621
1,PROPERTY,-90.34901883,38.50921716
1,PROPERTY,-90.348913,38.829542
1,PROPERTY,-90.34881629,38.52269759
1,PROPERTY,-90.34881629,38.52269759
1,PROPERTY,-90.34881629,38.52269759
1,PROPERTY,-90.34881629,38.52269759
1,PROPERTY,-90.3488111,38.82966719
1,PROPERTY,-90.34879888,38.50023117
1,PROPERTY,-90.34879601,38.48415197
1,PERSON,-90.34874659,38.83011516
1,PROPERTY,-90.34873863,38.53839293
1,PROPERTY,-90.34872781,38.47300856
1,PROPERTY,-90.3486519,38.82474913
1,PROPERTY,-90.34862834,38.83005147
1,PERSON,-90.34860897,38.48865222
1,PROPERTY,-90.34852723,38.48768491
1,PROPERTY,-90.34852723,38.48768491
1,PROPERTY,-90.34851326,38.48738253
1,PROPERTY,-90.34850406,38.51439277
1,PROPERTY,-90.34838033,38.48616511
1,PROPERTY,-90.34838033,38.48616511
1,PROPERTY,-90.34835925,38.56652796
1,PROPERTY,-90.34835925,38.56652796
1,PROPERTY,-90.34832281,38.53405814
1,PROPERTY,-90.34831217,38.49088233
1,PROPERTY,-90.34831217,38.49088233
1,PROPERTY,-90.34830426,38.53865502
1,PROPERTY,-90.3482962,38.48918494
1,PROPERTY,-90.34829098,38.82611679
1,PROPERTY,-90.34828101,38.48153838
1,PROPERTY,-90.34824813,38.52248454
1,PROPERTY,-90.34821664,38.48918947
1,PROPERTY,-90.34819913,38.49073232
1,PROPERTY,-90.34816485,38.48817383
1,PROPERTY,-90.34812056,38.56656726
1,PROPERTY,-90.3480113,38.47122369
1,PERSON,-90.34797795,38.48920306
1,PROPERTY,-90.34797795,38.48920306
1,PROPERTY,-90.34795995,38.50544325
1,PROPERTY,-90.34793055,38.53645722
1,PROPERTY,-90.34791411,38.53435515
1,PROPERTY,-90.34790597,38.48424636
1,PROPERTY,-90.34788578,38.55919304
1,PROPERTY,-90.34787413,38.48885888
1,PROPERTY,-90.34771957,38.54876452
1,PROPERTY,-90.34766332,38.53228639
1,PROPERTY,-90.34766332,38.53228639
1,PERSON,-90.34760927,38.8258997
1,PROPERTY,-90.34759711,38.54707772
1,PROPERTY,-90.34759711,38.54707772
1,PROPERTY,-90.34759711,38.54707772
1,PROPERTY,-90.34759711,38.54707772
1,PROPERTY,-90.34757854,38.82803426
1,PROPERTY,-90.34735169,38.82486515
1,PROPERTY,-90.34729246,38.55547581
1,PROPERTY,-90.34728704,38.82912555
1,PROPERTY,-90.34728704,38.82912555
1,PROPERTY,-90.34728704,38.82912555
1,PROPERTY,-90.34728704,38.82912555
1,PROPERTY,-90.34720982,38.82478016
1,PROPERTY,-90.34720982,38.82478016
1,PROPERTY,-90.34720982,38.82478016
1,PROPERTY,-90.34720297,38.82437853
1,PERSON,-90.3471375,38.52892903
1,PERSON,-90.3471375,38.52892903
1,PROPERTY,-90.34710684,38.47191206
1,PROPERTY,-90.34708174,38.49036657
1,PROPERTY,-90.34702689,38.52187101
1,PROPERTY,-90.34702689,38.52187101
1,PROPERTY,-90.34702689,38.52187101
1,PROPERTY,-90.34702689,38.52187101
1,PROPERTY,-90.34702689,38.52187101
1,PROPERTY,-90.34702689,38.52187101
1,PERSON,-90.34690271,38.49065081
1,PERSON,-90.34690271,38.49065081
1,PROPERTY,-90.34690271,38.49065081
1,PERSON,-90.3468777,38.82982403
1,PROPERTY,-90.34678254,38.83115268
1,PROPERTY,-90.34675304,38.53740018
1,PROPERTY,-90.34672121,38.82963117
1,PROPERTY,-90.34667916,38.5668047
1,PROPERTY,-90.34667916,38.5668047
1,PROPERTY,-90.34667572,38.46023647
1,PROPERTY,-90.34666166,38.52143675
1,PROPERTY,-90.34665271,38.63656335
1,PROPERTY,-90.3466304,38.52594272
1,PROPERTY,-90.34656009,38.56682429
1,PROPERTY,-90.34650323,38.83214271
1,PROPERTY,-90.34630733,38.48405044
1,PROPERTY,-90.34622545,38.82937783
1,PROPERTY,-90.34622033,38.52146503
1,PROPERTY,-90.34613807,38.51202059
1,PROPERTY,-90.34607195,38.83246622
1,PROPERTY,-90.34600527,38.8267501
1,PROPERTY,-90.34588578,38.82511246
1,PROPERTY,-90.34572453,38.82481209
1,PROPERTY,-90.3457169,38.45987475
1,PERSON,-90.34568793,38.5644557
1,PROPERTY,-90.34568144,38.50873052
1,PROPERTY,-90.34562002,38.56648421
1,PROPERTY,-90.34559357,38.82179562
1,PROPERTY,-90.34548678,38.82307064
1,PERSON,-90.34545822,38.82193991
1,PERSON,-90.34545822,38.82193991
1,PERSON,-90.34545822,38.82193991
1,PROPERTY,-90.34541624,38.48495308
1,PROPERTY,-90.34540419,38.52397941
1,PROPERTY,-90.34534987,38.53454961
1,PROPERTY,-90.34528195,38.55432278
1,PROPERTY,-90.3450399,38.52963935
1,PROPERTY,-90.34503932,38.8204621
1,PROPERTY,-90.34499977,38.8204394
1,PERSON,-90.34494815,38.46389051
1,PROPERTY,-90.34494815,38.46389051
1,PROPERTY,-90.3447793,38.56649401
1,PROPERTY,-90.34472256,38.82286257
1,PROPERTY,-90.34471884,38.8228518
1,PROPERTY,-90.34468466,38.82085718
1,PROPERTY,-90.34468466,38.82085718
1,PROPERTY,-90.34461799,38.49260483
1,PROPERTY,-90.3445883,38.83099094
1,PROPERTY,-90.34458355,38.49253613
1,PROPERTY,-90.34458355,38.49253613
1,PROPERTY,-90.34455395,38.83106692
1,PROPERTY,-90.34453695,38.82283419
1,PROPERTY,-90.34451921,38.56649375
1,PROPERTY,-90.34448796,38.4926451
1,PROPERTY,-90.34448437,38.82163009
1,PROPERTY,-90.3444533,38.53612283
1,PROPERTY,-90.34443553,38.49226293
1,PROPERTY,-90.34432253,38.82093832
1,PROPERTY,-90.34431402,38.82166799
1,PROPERTY,-90.34430703,38.49230611
1,PROPERTY,-90.3442602,38.82588694
1,PROPERTY,-90.34425292,38.47311976
1,PROPERTY,-90.34424862,38.82734776
1,PROPERTY,-90.34424862,38.82734776
1,PROPERTY,-90.34424799,38.49147466
1,PROPERTY,-90.34424429,38.82717139
1,PROPERTY,-90.34417039,38.45954933
1,PROPERTY,-90.34416768,38.8261647
1,PROPERTY,-90.34414681,38.5232333
1,PROPERTY,-90.34413941,38.52550033
1,PERSON,-90.34413355,38.82156327
1,PROPERTY,-90.34407339,38.82152836
1,PROPERTY,-90.34401716,38.56636687
1,PERSON,-90.34397216,38.49169646
1,PROPERTY,-90.34397176,38.56609789
1,PROPERTY,-90.34395508,38.52672863
1,PROPERTY,-90.34394876,38.52029391
1,PROPERTY,-90.34394876,38.52029391
1,PROPERTY,-90.34394876,38.52029391
1,PROPERTY,-90.34394876,38.52029391
1,PROPERTY,-90.34394876,38.52029391
1,PROPERTY,-90.34394876,38.52029391
1,PROPERTY,-90.34394079,38.56651788
1,PROPERTY,-90.34393788,38.82058608
1,PROPERTY,-90.343923,38.82144109
1,PROPERTY,-90.3438525,38.82053333
1,PROPERTY,-90.34379065,38.46689286
1,PROPERTY,-90.34376039,38.56656629
1,PROPERTY,-90.34374253,38.82060524
1,PROPERTY,-90.34357357,38.52000612
1,PROPERTY,-90.34354247,38.49066277
1,PROPERTY,-90.34351767,38.82046527
1,PROPERTY,-90.34347776,38.83032292
1,PROPERTY,-90.3434515,38.82591467
1,PERSON,-90.34344395,38.83007165
1,PERSON,-90.34344395,38.83007165
1,PERSON,-90.34344395,38.83007165
1,PROPERTY,-90.34336229,38.83014817
1,PROPERTY,-90.34334788,38.82036204
1,PROPERTY,-90.3433413,38.50296796
1,PROPERTY,-90.34333586,38.51976817
1,PROPERTY,-90.34332041,38.5272581
1,PERSON,-90.34332041,38.5272581
1,PERSON,-90.34332041,38.5272581
1,PROPERTY,-90.34315516,38.53350191
1,PROPERTY,-90.3431408,38.47390171
1,PROPERTY,-90.34313303,38.82015563
1,PROPERTY,-90.34308444,38.56644874
1,PROPERTY,-90.34304291,38.51874003
1,PROPERTY,-90.34304291,38.51874003
1,PROPERTY,-90.34304291,38.51874003
1,PERSON,-90.34302731,38.63540663
1,PROPERTY,-90.34302731,38.63540663
1,PERSON,-90.34302731,38.63540663
1,PERSON,-90.34302731,38.63540663
1,PROPERTY,-90.34302487,38.83116831
1,PROPERTY,-90.34300347,38.51931751
1,PROPERTY,-90.34297818,38.51706435
1,PROPERTY,-90.3429437,38.51563711
1,PROPERTY,-90.3429343,38.825922
1,PROPERTY,-90.34293391,38.45884041
1,PROPERTY,-90.34292908,38.56554196
1,PROPERTY,-90.34292337,38.82803089
1,PROPERTY,-90.34273121,38.51858335
1,PROPERTY,-90.34273121,38.51858335
1,PROPERTY,-90.34268932,38.52522873
1,PROPERTY,-90.34267619,38.46827799
1,PROPERTY,-90.34256788,38.51475839
1,PROPERTY,-90.34256788,38.51475839
1,PROPERTY,-90.34256464,38.48874055
1,PROPERTY,-90.34250114,38.56688774
1,PERSON,-90.34244228,38.49671289
1,PROPERTY,-90.34243368,38.51505247
1,PROPERTY,-90.34236852,38.49540504
1,PERSON,-90.34234589,38.82566692
1,PERSON,-90.34234589,38.82566692
1,PROPERTY,-90.34231436,38.473637
1,PROPERTY,-90.34230815,38.51485473
1,PROPERTY,-90.34230815,38.51485473
1,PROPERTY,-90.34230815,38.51485473
1,PROPERTY,-90.34207914,38.81948696
1,PROPERTY,-90.3420212,38.49202609
1,PROPERTY,-90.34200196,38.52284457
1,PROPERTY,-90.34193267,38.49193895
1,PROPERTY,-90.34185845,38.82989405
1,PROPERTY,-90.34185845,38.82989405
1,PROPERTY,-90.34185369,38.82178922
1,PROPERTY,-90.34184415,38.49185181
1,PROPERTY,-90.34183854,38.52858111
1,PROPERTY,-90.34183568,38.82846296
1,PROPERTY,-90.34182146,38.82790535
1,PROPERTY,-90.34181539,38.50299737
1,PROPERTY,-90.34175563,38.49176467
1,PROPERTY,-90.34172032,38.4736542
1,PROPERTY,-90.34169048,38.52687318
1,PROPERTY,-90.34167084,38.82750231
1,PROPERTY,-90.34163303,38.82628744
1,PROPERTY,-90.34159669,38.56642189
1,PROPERTY,-90.34157858,38.49159039
1,PROPERTY,-90.34157858,38.49159039
1,PROPERTY,-90.341558,38.5242524
1,PROPERTY,-90.34147351,38.52352574
1,PROPERTY,-90.34137257,38.82107899
1,PROPERTY,-90.3413029,38.49134
1,PERSON,-90.34118066,38.52644856
1,PROPERTY,-90.34117242,38.55044349
1,PROPERTY,-90.34103335,38.53191717
1,PROPERTY,-90.341033,38.48072685
1,PROPERTY,-90.34102801,38.52141957
1,PROPERTY,-90.34100392,38.47503956
1,PROPERTY,-90.34080743,38.54943672
1,PROPERTY,-90.34077001,38.54932488
1,PROPERTY,-90.34075056,38.52347332
1,PROPERTY,-90.34068283,38.56639337
1,PROPERTY,-90.3406292,38.49419503
1,PROPERTY,-90.34059094,38.47499154
1,PROPERTY,-90.34054808,38.82673893
1,PROPERTY,-90.3402664,38.49544673
1,PROPERTY,-90.34010742,38.82447769
1,PROPERTY,-90.3400578,38.46631268
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PERSON,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34005591,38.50896593
1,PROPERTY,-90.34003573,38.50996866
1,PROPERTY,-90.34003573,38.50996866
1,PROPERTY,-90.34003573,38.50996866
1,PERSON,-90.34002039,38.49782304
1,PERSON,-90.34002039,38.49782304
1,PROPERTY,-90.3400052,38.51117222
1,PROPERTY,-90.3399849,38.56636525
1,PROPERTY,-90.3396605,38.82416879
1,PROPERTY,-90.33965981,38.82057535
1,PROPERTY,-90.33963108,38.51868471
1,PROPERTY,-90.33957679,38.82052459
1,PROPERTY,-90.33950128,38.82433247
1,PROPERTY,-90.33946993,38.82903615
1,PROPERTY,-90.33946184,38.49845481
1,PROPERTY,-90.33946184,38.49845481
1,PROPERTY,-90.33934205,38.82449615
1,PROPERTY,-90.33916322,38.51412657
1,PROPERTY,-90.33902796,38.51023125
1,PROPERTY,-90.33890468,38.51243265
1,PROPERTY,-90.33890468,38.51243265
1,PROPERTY,-90.33890468,38.51243265
1,PROPERTY,-90.33890468,38.51243265
1,PROPERTY,-90.33889863,38.52040351
1,PROPERTY,-90.33888274,38.646337
1,PROPERTY,-90.3387806,38.82165652
1,PROPERTY,-90.3387046,38.48993244
1,PROPERTY,-90.33867575,38.55239399
1,PROPERTY,-90.33867566,38.6498968
1,PROPERTY,-90.33861755,38.52403503
1,PERSON,-90.3385631,38.53522597
1,PERSON,-90.3385631,38.53522597
1,PROPERTY,-90.3385631,38.53522597
1,PROPERTY,-90.3385631,38.53522597
1,PERSON,-90.3385631,38.53522597
