Serial,Count,TYPE,X,Y
17361,1,Property,-90.32761689,38.52712822
17362,1,Property,-90.32758896,38.71498084
17363,1,Property,-90.327379,38.612972
17364,1,Property,-90.327379,38.612972
17365,1,Property,-90.32521966,38.83161407
17366,1,Property,-90.32439966,38.70806642
17367,1,Property,-90.32375945,38.73062802
17368,1,Property,-90.3233355,38.53476267
17369,1,Property,-90.32320366,38.4697563
17370,1,Property,-90.32317769,38.51139196
17371,1,Property,-90.32250316,38.50944147
17372,1,Property,-90.322187,38.589508
17373,1,Property,-90.32106542,38.71798945
17374,1,Property,-90.32079,38.85255318
17375,1,Property,-90.31801145,38.51257649
17376,1,Property,-90.316709,38.615524
17377,1,Property,-90.31569413,38.82601063
17378,1,Property,-90.3147497,38.82709752
17379,1,Property,-90.31370548,38.46942269
17380,1,Property,-90.313548,38.616984
17381,1,Property,-90.31326806,38.82595392
17382,1,Property,-90.312337,38.631115
17383,1,Property,-90.312082,38.618082
17384,1,Property,-90.31176683,38.45869458
